"Date","Share Code","Year High (GHS)","Year Low (GHS)","Previous Closing Price VWAP (GHS)","Opening Price (GHS)","Closing Price VWAP (GHS)","Price Change (GHS)","Closing Bid Price (GHS)","Closing Offer Price (GHS)","Total Shares Traded","Total Value Traded","Last Transaction Price (GHS)"
"2018-02-01","ACCESS","4.05","3.50","3.50","3.50","3.50","0.00","3.50","","0","","3.50"
"2018-02-02","ACCESS","4.05","3.50","3.50","3.50","3.50","0.00","","3.80","4000","","3.50"
"2018-02-05","ACCESS","4.05","3.50","3.50","3.50","3.50","0.00","3.00","3.80","100","","3.50"
"2018-02-06","ACCESS","4.05","3.50","3.50","3.50","3.50","0.00","3.85","","0","","3.50"
"2018-02-07","ACCESS","4.05","3.50","3.50","3.50","3.85","0.35","3.00","","100","","3.85"
"2018-02-08","ACCESS","4.05","3.50","3.85","3.85","3.85","0.00","","3.95","0","","3.85"
"2018-02-09","ACCESS","4.05","3.50","3.85","3.85","3.85","0.00","","","0","","3.85"
"2018-02-12","ACCESS","4.05","3.50","3.85","3.85","3.85","0.00","3.30","4.00","0","","3.85"
"2018-02-13","ACCESS","4.05","3.50","3.85","3.85","3.85","0.00","3.30","3.85","0","","3.85"
"2018-02-14","ACCESS","4.05","3.50","3.85","3.85","3.85","0.00","3.30","3.85","0","","3.85"
"2018-02-15","ACCESS","4.05","3.50","3.85","3.85","3.87","0.02","3.30","3.85","1600","","3.85"
"2018-02-16","ACCESS","4.05","3.50","3.87","3.87","3.87","0.00","3.30","3.87","0","","3.85"
"2018-02-19","ACCESS","4.05","3.50","3.87","3.87","3.87","0.00","3.30","3.87","0","","3.85"
"2018-02-20","ACCESS","4.05","3.50","3.87","3.87","3.85","-0.02","3.30","3.87","100","","3.85"
"2018-02-21","ACCESS","4.05","3.50","3.85","3.85","3.85","0.00","3.30","4.00","0","","3.85"
"2018-02-22","ACCESS","4.05","3.50","3.85","3.85","3.85","0.00","3.30","3.85","0","","3.85"
"2018-02-23","ACCESS","4.05","3.50","3.85","3.85","3.80","-0.05","3.30","3.80","300","","3.80"
"2018-02-26","ACCESS","4.05","3.50","3.80","3.80","3.80","0.00","3.30","3.80","95000","","3.80"
"2018-02-27","ACCESS","4.05","3.50","3.80","3.80","3.80","0.00","3.30","3.80","0","","3.80"
"2018-02-28","ACCESS","4.05","3.50","3.80","3.80","4.00","0.20","3.30","4.00","100","","4.00"
"2018-03-01","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-03-02","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","3.95","0","","4.00"
"2018-03-05","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-03-07","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","","0","","4.00"
"2018-03-08","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-03-09","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","3.50","4.30","0","","4.00"
"2018-03-12","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","3.50","4.00","0","","4.00"
"2018-03-13","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","3.50","4.00","0","","4.00"
"2018-03-14","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","3.50","4.00","0","","4.00"
"2018-03-15","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","3.50","3.85","0","","4.00"
"2018-03-16","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","3.50","4.00","0","","4.00"
"2018-03-19","ACCESS","4.05","3.50","4.00","4.00","3.50","-0.50","","3.50","12200","","3.50"
"2018-03-20","ACCESS","4.05","3.50","3.50","3.50","3.80","0.30","","3.85","400","","3.80"
"2018-03-21","ACCESS","4.05","3.50","3.80","3.80","4.00","0.20","","4.00","200","","4.00"
"2018-03-22","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","3.50","3.85","0","","4.00"
"2018-03-23","ACCESS","4.05","3.50","4.00","4.00","3.53","-0.47","","4.05","2000","","3.50"
"2018-03-26","ACCESS","4.05","3.50","3.53","3.53","3.50","-0.03","","","1500","","3.50"
"2018-03-27","ACCESS","4.05","3.50","3.50","3.50","3.50","0.00","3.00","3.80","800","","3.50"
"2018-03-28","ACCESS","4.05","3.50","3.50","3.50","3.80","0.30","3.00","3.80","100","","3.80"
"2018-03-29","ACCESS","4.05","3.50","3.80","3.50","3.60","-0.20","","","800","","3.50"
"2018-04-03","ACCESS","4.05","3.50","3.60","3.60","3.60","0.00","","","0","","3.50"
"2018-04-04","ACCESS","4.05","3.50","3.60","3.60","3.60","0.00","","4.00","0","","3.50"
"2018-04-05","ACCESS","4.05","3.50","3.60","3.60","3.60","0.00","3.60","4.00","2400","","3.50"
"2018-04-06","ACCESS","4.05","3.50","3.60","3.60","3.60","0.00","","3.60","1100","","3.50"
"2018-04-09","ACCESS","4.05","3.50","3.60","3.60","3.60","0.00","","4.00","0","","3.50"
"2018-04-10","ACCESS","4.05","3.50","3.60","3.60","3.60","0.00","","4.00","0","","3.50"
"2018-04-11","ACCESS","4.05","3.50","3.60","3.60","3.60","0.00","","4.00","0","","3.50"
"2018-04-12","ACCESS","4.05","3.50","3.60","3.60","3.60","0.00","","4.00","0","","3.50"
"2018-04-13","ACCESS","4.05","3.50","3.60","3.60","3.60","0.00","","4.00","0","","3.50"
"2018-04-16","ACCESS","4.05","3.50","3.60","3.60","3.60","0.00","","4.00","0","","3.50"
"2018-04-17","ACCESS","4.05","3.50","3.60","3.60","3.60","0.00","","","0","","3.50"
"2018-04-18","ACCESS","4.05","3.50","3.60","3.60","3.60","0.00","","4.00","0","","3.50"
"2018-04-19","ACCESS","4.05","3.50","3.60","3.60","3.60","0.00","","4.00","0","","3.50"
"2018-04-20","ACCESS","4.05","3.50","3.60","3.60","4.00","0.40","","4.00","100","","4.00"
"2018-04-23","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","3.70","4.00","0","","4.00"
"2018-04-24","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-04-25","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-04-26","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-04-27","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-04-30","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-05-02","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-05-03","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-05-04","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-05-07","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-05-08","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-05-09","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-05-10","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","65200","","4.00"
"2018-05-11","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","","0","","4.00"
"2018-05-14","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-05-15","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","","0","","4.00"
"2018-05-16","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","","0","","4.00"
"2018-05-17","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","100","","4.00"
"2018-05-18","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","100","","4.00"
"2018-05-21","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-05-22","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-05-23","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-05-24","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-05-28","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-05-29","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-05-30","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","3.50","4.00","0","","4.00"
"2018-05-31","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","3.50","3.80","0","","4.00"
"2018-06-01","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","3.50","4.00","0","","4.00"
"2018-06-04","ACCESS","4.05","3.50","4.00","4.00","4.00","0.00","3.50","4.00","0","","4.00"
"2018-06-05","ACCESS","4.05","3.50","4.00","4.00","3.50","-0.50","","4.00","200","","3.50"
"2018-06-06","ACCESS","4.05","3.50","3.50","3.50","3.50","0.00","3.40","4.00","0","","3.50"
"2018-06-07","ACCESS","4.05","3.50","3.50","3.50","3.50","0.00","3.40","4.00","0","","3.50"
"2018-06-08","ACCESS","4.05","3.50","3.50","3.50","3.58","0.08","3.40","3.50","600","","4.00"
"2018-06-11","ACCESS","4.05","3.40","3.58","3.58","3.40","-0.18","3.40","4.00","100","","3.40"
"2018-06-12","ACCESS","4.05","3.40","3.40","3.40","3.40","0.00","3.40","","0","","3.40"
"2018-06-13","ACCESS","4.05","3.40","3.40","3.40","3.40","0.00","","3.90","64800","","3.40"
"2018-06-14","ACCESS","4.05","3.40","3.40","3.40","3.40","0.00","","","0","","3.40"
"2018-06-18","ACCESS","4.05","3.40","3.40","3.40","3.40","0.00","3.90","","0","","3.40"
"2018-06-19","ACCESS","4.05","3.40","3.40","3.40","3.90","0.50","","3.90","100","","3.90"
"2018-06-20","ACCESS","4.05","3.40","3.40","3.40","3.90","0.50","","3.90","100","","3.90"
"2018-06-21","ACCESS","4.05","3.40","3.90","3.90","4.00","0.10","","","50000","","4.00"
"2018-06-22","ACCESS","4.05","3.40","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-06-25","ACCESS","4.05","3.40","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-06-26","ACCESS","4.05","3.40","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-06-27","ACCESS","4.05","3.40","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2018-06-28","ACCESS","4.05","3.40","4.00","4.00","4.00","0.00","3.40","4.00","0","","4.00"
"2018-06-29","ACCESS","4.05","3.40","4.00","4.00","4.00","0.00","3.40","4.00","0","","4.00"
"2018-07-03","ACCESS","4.05","3.40","4.00","4.00","4.00","0.00","3.40","4.00","0","","4.00"
"2018-07-04","ACCESS","4.05","3.40","4.00","4.00","4.00","0.00","3.50","4.00","200100","","4.00"
"2018-07-05","ACCESS","4.05","3.40","4.00","4.00","4.00","0.00","3.50","","0","","4.00"
"2018-07-06","ACCESS","4.05","3.40","4.00","4.00","4.00","0.00","3.50","","0","","4.00"
"2018-07-09","ACCESS","4.05","3.40","4.00","4.00","4.00","0.00","3.50","4.00","0","","4.00"
"2018-07-10","ACCESS","4.05","3.40","4.00","4.00","4.00","0.00","3.50","","0","","4.00"
"2018-07-11","ACCESS","4.05","3.40","4.00","4.00","3.97","-0.03","","","3100","","3.50"
"2018-07-12","ACCESS","4.05","3.40","3.97","3.97","3.97","0.00","","","0","","3.50"
"2018-07-13","ACCESS","4.05","3.40","3.97","3.97","3.97","0.00","","","0","","3.50"
"2018-07-16","ACCESS","4.05","3.40","3.97","3.97","3.97","0.00","","","0","","3.50"
"2018-07-17","ACCESS","4.05","3.40","3.97","3.97","3.97","0.00","","","0","","3.50"
"2018-07-18","ACCESS","4.05","3.40","3.97","3.97","3.97","0.00","","","0","","3.50"
"2018-07-19","ACCESS","4.05","3.40","3.97","3.97","3.97","0.00","","3.97","0","","3.50"
"2018-07-20","ACCESS","4.05","3.40","3.97","3.97","3.97","0.00","3.50","","0","","3.50"
"2018-07-23","ACCESS","4.05","3.40","3.97","3.97","3.97","0.00","3.50","3.97","0","","3.50"
"2018-07-24","ACCESS","4.05","3.40","3.97","3.97","3.97","0.00","3.50","3.98","0","","3.50"
"2018-07-25","ACCESS","4.05","3.40","3.97","3.97","3.97","0.00","3.50","3.98","0","","3.50"
"2018-07-26","ACCESS","4.05","3.40","3.97","3.97","3.97","0.00","3.50","3.98","0","","3.50"
"2018-07-27","ACCESS","4.05","3.40","3.97","3.97","3.98","0.01","3.50","3.98","100","","3.98"
"2018-07-30","ACCESS","4.05","3.40","3.98","3.98","3.98","0.00","3.50","3.98","0","","3.98"
"2018-07-31","ACCESS","4.05","3.40","3.98","3.98","3.98","0.00","3.50","3.98","0","","3.98"
"2018-08-01","ACCESS","4.05","3.40","3.98","3.98","3.98","0.00","3.50","3.98","0","","3.98"
"2018-08-02","ACCESS","4.05","3.40","3.98","3.98","3.98","0.00","3.50","3.98","0","","3.98"
"2018-08-03","ACCESS","4.05","3.40","3.98","3.98","3.98","0.00","3.50","","0","","3.98"
"2018-08-06","ACCESS","4.05","3.40","3.98","3.98","3.98","0.00","3.50","3.98","0","","3.98"
"2018-08-07","ACCESS","4.05","3.40","3.98","3.98","3.98","0.00","3.50","3.98","0","","3.98"
"2018-08-08","ACCESS","4.05","3.40","3.98","3.98","3.98","0.00","3.50","3.98","0","","3.98"
"2018-08-09","ACCESS","4.05","3.40","3.98","3.98","3.98","0.00","3.50","3.98","0","","3.98"
"2018-08-10","ACCESS","4.05","3.40","3.98","3.98","3.98","0.00","3.50","3.98","5100","","3.98"
"2018-08-13","ACCESS","4.05","3.40","3.98","3.98","3.50","-0.48","3.50","","200","","3.50"
"2018-08-14","ACCESS","4.05","3.40","3.50","3.50","3.50","0.00","3.50","","0","","3.50"
"2018-08-15","ACCESS","4.05","3.40","3.50","3.50","3.50","0.00","","","100","","3.50"
"2018-08-16","ACCESS","4.05","3.40","3.50","3.50","3.50","0.00","3.40","4.00","0","","3.50"
"2018-08-17","ACCESS","4.05","3.40","3.50","3.50","3.50","0.00","3.40","","0","","3.50"
"2018-08-20","ACCESS","4.05","3.40","3.50","3.50","3.50","0.00","3.40","3.75","0","","3.50"
"2018-08-22","ACCESS","4.05","3.40","3.50","3.50","3.80","0.30","3.40","3.80","800","","3.80"
"2018-08-23","ACCESS","4.05","3.40","3.80","3.80","3.80","0.00","","4.00","0","","3.80"
"2018-08-24","ACCESS","4.05","3.40","3.80","3.80","3.80","0.00","","3.90","0","","3.80"
"2018-08-27","ACCESS","4.05","3.40","3.80","3.80","3.80","0.00","3.40","","0","","3.80"
"2018-08-28","ACCESS","4.05","3.40","3.80","3.80","3.80","0.00","3.40","3.80","0","","3.80"
"2018-08-29","ACCESS","4.05","3.40","3.80","3.80","3.80","0.00","3.40","3.80","0","","3.80"
"2018-08-30","ACCESS","4.05","3.40","3.80","3.80","3.40","-0.40","3.40","3.80","500","","3.40"
"2018-08-31","ACCESS","4.05","3.40","3.40","3.40","3.91","0.51","3.00","","500","","3.91"
"2018-09-03","ACCESS","4.05","3.40","3.91","3.91","3.91","0.00","","3.80","0","","3.91"
"2018-09-04","ACCESS","4.05","3.40","3.91","3.91","3.91","0.00","3.40","3.80","0","","3.91"
"2018-09-05","ACCESS","4.05","3.40","3.91","3.91","3.80","-0.11","","3.80","100","","3.80"
"2018-09-06","ACCESS","4.05","3.40","3.80","3.80","3.80","0.00","3.40","3.90","0","","3.80"
"2018-09-07","ACCESS","4.05","3.40","3.80","3.80","3.80","0.00","3.70","3.90","0","","3.80"
"2018-09-10","ACCESS","4.05","3.40","3.80","3.80","3.80","0.00","3.40","3.90","0","","3.80"
"2018-09-11","ACCESS","4.05","3.40","3.80","3.80","3.80","0.00","3.25","3.90","0","","3.80"
"2018-09-12","ACCESS","4.05","3.40","3.80","3.80","3.80","0.00","3.25","3.90","0","","3.80"
"2018-09-13","ACCESS","4.05","3.40","3.80","3.80","3.80","0.00","3.40","3.90","0","","3.80"
"2018-09-14","ACCESS","4.05","3.40","3.80","3.80","3.80","0.00","3.25","3.90","0","","3.80"
"2018-09-17","ACCESS","4.05","3.40","3.80","3.80","3.80","0.00","3.35","3.90","0","","3.80"
"2018-09-18","ACCESS","4.05","3.40","3.80","3.80","3.80","0.00","3.30","3.90","0","","3.80"
"2018-09-19","ACCESS","4.05","3.40","3.80","3.80","3.80","0.00","3.40","3.90","0","","3.80"
"2018-09-20","ACCESS","4.05","3.40","3.80","3.80","3.80","0.00","3.25","3.90","0","","3.80"
"2018-09-24","ACCESS","4.05","3.40","3.80","3.80","3.80","0.00","3.25","3.90","0","","3.80"
"2018-09-25","ACCESS","4.05","3.40","3.80","3.80","3.80","0.00","3.25","3.90","0","","3.80"
"2018-09-26","ACCESS","4.05","3.40","3.80","3.80","3.80","0.00","3.50","3.90","0","","3.80"
"2018-09-27","ACCESS","4.05","3.40","3.80","3.80","3.60","-0.20","3.25","3.60","100","","3.60"
"2018-09-28","ACCESS","4.05","3.40","3.60","3.60","3.60","0.00","","3.60","0","","3.60"
"2018-10-01","ACCESS","4.05","3.40","3.60","3.60","3.60","0.00","","3.60","0","","3.60"
"2018-10-02","ACCESS","4.05","3.40","3.60","3.60","3.60","0.00","3.10","3.90","0","","3.60"
"2018-10-03","ACCESS","4.05","3.40","3.60","3.60","3.60","0.00","3.10","3.90","0","","3.60"
"2018-10-04","ACCESS","4.05","3.40","3.60","3.60","3.40","-0.20","3.10","3.40","40800","","3.40"
"2018-10-05","ACCESS","4.05","3.40","3.40","3.40","3.40","0.00","3.00","3.40","300","","3.40"
"2018-10-08","ACCESS","4.05","3.40","3.40","3.40","3.40","0.00","","3.40","0","","3.40"
"2018-10-09","ACCESS","4.05","3.40","3.40","3.40","3.40","0.00","","","0","","3.40"
"2018-10-10","ACCESS","4.05","3.40","3.40","3.40","3.40","0.00","","","200","","3.40"
"2018-10-11","ACCESS","4.05","3.40","3.40","3.40","3.40","0.00","","","0","","3.40"
"2018-10-12","ACCESS","4.05","3.13","3.40","3.40","3.13","-0.27","","","1200","","3.00"
"2018-10-15","ACCESS","4.05","3.13","3.13","3.13","3.13","0.00","2.70","3.14","0","","3.00"
"2018-10-16","ACCESS","4.05","3.13","3.13","3.13","3.13","0.00","2.70","3.13","0","","3.00"
"2018-10-17","ACCESS","4.05","3.13","3.13","3.13","3.60","0.47","2.70","3.59","100","","3.60"
"2018-10-18","ACCESS","4.05","3.10","3.60","3.60","3.10","-0.50","3.06","3.90","98000","","3.10"
"2018-10-19","ACCESS","4.05","3.10","3.10","3.10","3.10","0.00","","3.10","3000","","3.10"
"2018-10-22","ACCESS","4.05","3.10","3.10","3.10","3.10","0.00","","3.10","0","","3.10"
"2018-10-23","ACCESS","4.05","3.10","3.10","3.10","3.10","0.00","","3.10","0","","3.10"
"2018-10-24","ACCESS","4.05","3.09","3.10","3.10","3.09","-0.01","","3.10","500","","3.09"
"2018-10-24","ACCESS","4.05","3.09","3.09","3.09","3.09","0.00","","","0","","3.09"
"2018-10-26","ACCESS","4.05","3.00","3.09","3.09","3.00","-0.09","3.00","3.10","300","","3.00"
"2018-10-29","ACCESS","4.05","3.00","3.00","3.00","3.01","0.01","3.00","","800","","3.01"
"2018-10-30","ACCESS","4.05","3.00","3.01","3.01","3.40","0.39","3.00","3.10","200","","3.40"
"2018-10-31","ACCESS","4.05","3.00","3.40","3.40","3.00","-0.40","3.00","3.45","600","","3.00"
"2018-11-01","ACCESS","4.05","3.00","3.00","3.00","3.00","0.00","3.00","3.45","0","","3.00"
"2018-11-02","ACCESS","4.05","3.00","3.00","3.00","3.00","0.00","3.00","3.45","0","","3.00"
"2018-11-05","ACCESS","4.05","3.00","3.00","3.00","3.40","0.40","3.00","3.45","100","","3.40"
"2018-11-06","ACCESS","4.05","3.00","3.40","3.40","3.40","0.00","3.00","3.90","0","","3.40"
"2018-11-07","ACCESS","4.05","3.00","3.40","3.40","3.40","0.00","3.00","3.90","0","","3.40"
"2018-11-08","ACCESS","4.05","3.00","3.40","3.40","3.40","0.00","3.00","3.90","0","","3.40"
"2018-11-09","ACCESS","4.05","3.00","3.40","3.40","3.40","0.00","3.40","3.90","0","","3.40"
"2018-11-12","ACCESS","4.05","3.00","3.40","3.40","3.40","0.00","3.00","3.90","0","","3.40"
"2018-11-13","ACCESS","4.05","3.00","3.40","3.40","3.90","0.50","3.00","3.85","100","","3.90"
"2018-11-14","ACCESS","4.05","3.00","3.90","3.90","3.90","0.00","","3.90","0","","3.90"
"2018-11-15","ACCESS","4.05","3.00","3.90","3.90","3.90","0.00","","3.90","0","","3.90"
"2018-11-16","ACCESS","4.05","3.00","3.90","3.90","3.90","0.00","","3.90","0","","3.90"
"2018-11-19","ACCESS","4.05","3","3.9","3.9","3.9","0","","3.9","0","0","3.9"
"2018-11-20","ACCESS","4.05","3","3.9","3.9","3.9","0","","3.9","0","0","3.9"
"2018-11-21","ACCESS","4.05","3","3.9","3.9","3.9","0","","3.9","0","0","3.9"
"2018-11-22","ACCESS","4.05","3","3.9","3.9","3.9","0","","3.4","0","0","3.9"
"2018-11-23","ACCESS","4.05","3","3.9","3.9","3.9","0","","3.9","0","0","3.9"
"2018-11-26","ACCESS","4.05","3","3.9","3.9","4.08","0.18","","4.1","25,000","101,920.00","4.1"
"2018-11-27","ACCESS","4.05","3","4.08","4.08","4.08","0","","4.08","0","0","4.1"
"2018-11-28","ACCESS","4.05","3","4.08","4.08","4.08","0","","4.08","0","0","4.1"
"2018-11-29","ACCESS","4.05","3","4.08","4.08","4.08","0","","4.08","0","0","4.1"
"2018-11-30","ACCESS","4.05","3","4.08","4.08","4.08","0","","4.08","0","0","4.1"
"2018-12-03","ACCESS","4.05","3","4.08","4.08","4.08","0","","4.08","0","0","4.1"
"2018-12-04","ACCESS","4.05","3","4.08","4.08","4.08","0","","4.08","0","0","4.1"
"2018-12-05","ACCESS","4.14","3","4.08","4.08","4.14","0.06","","4.08","3,200","13,259.00","4.08"
"2018-12-06","ACCESS","4.14","3","4.14","4.14","4.14","0","","4.14","0","0","4.08"
"2018-12-10","ACCESS","4.14","3","4.14","4.14","4.14","0","3.55","4.14","0","0","4.08"
"2018-12-11","ACCESS","4.14","3","4.14","4.14","4.14","0","3.55","4.14","0","0","4.08"
"2018-12-12","ACCESS","4.14","3","4.14","4.14","3.55","-0.59","3.55","4.1","1,800","6,390.00","3.55"
"2018-12-13","ACCESS","4.14","3","3.55","3.55","3.55","0","3.02","","0","0","3.55"
"2018-12-14","ACCESS","4.14","3","3.55","3.55","3.55","0","3.02","","0","0","3.55"
"2018-12-17","ACCESS","4.14","3","3.55","3.55","3.55","0","","","0","0","3.55"
"2018-12-18","ACCESS","4.14","3","3.55","3.55","3.55","0","3.55","4.08","5,600","19,880.00","3.55"
"2018-12-19","ACCESS","4.14","3","3.55","3.55","3.55","0","3.55","4.08","0","0","3.55"
"2018-12-20","ACCESS","4.14","3","3.55","3.55","3.55","0","3.55","4.08","0","0","3.55"
"2018-12-21","ACCESS","4.14","3","3.55","3.55","3.55","0","3.02","3.55","1,500","5,325.00","3.55"
"2018-12-24","ACCESS","4.14","3","3.55","3.55","3.55","0","3.02","3.55","0","0","3.55"
"2018-12-27","ACCESS","4.14","3","3.55","3.55","3.55","0","3.02","3.55","0","0","3.55"
"2018-12-28","ACCESS","4.14","","3.55","3.55","3.55","0","3.02","3.55","0","0","3.55"
"2018-12-31","ACCESS","4.14","3","3.55","3.55","3.55","0","3.02","3.55","0","0","3.55"
"2019-01-02","ACCESS","3.55","3.55","3.55","3.55","3.55","0","3.02","3.55","0","0","3.55"
"2019-01-03","ACCESS","3.55","3.55","3.55","3.55","3.55","0","3.02","","0","0","3.55"
"2019-01-04","ACCESS","3.55","3.55","3.55","3.55","3.55","0","3.02","","200","710","3.55"
"2019-01-08","ACCESS","3.55","3.55","3.55","3.55","3.55","0","3.02","","0","0","3.55"
"2019-01-09","ACCESS","3.55","3.55","3.55","3.55","3.55","0","3.02","","0","0","3.55"
"2019-01-10","ACCESS","3.55","3.55","3.55","3.55","3.55","0","3.07","","0","0","3.55"
"2019-01-11","ACCESS","3.55","3.55","3.55","3.55","3.55","0","3.02","","0","0","3.55"
"2019-01-14","ACCESS","3.55","3.02","3.55","3.55","3.02","-0.53","3.02","","100","302","3.02"
"2019-01-15","ACCESS","3.55","3.02","3.02","3.02","3.02","0","3.47","","0","0","3.02"
"2019-01-16","ACCESS","3.55","3.02","3.02","3.02","3.47","0.45","3.02","","200","694","3.47"
"2019-01-17","ACCESS","3.55","3.02","3.47","3.47","3.47","0","3.02","","0","0","3.47"
"2019-01-18","ACCESS","3.55","3.02","3.47","3.47","3.02","-0.45","3","","5,000","15,100.00","3.02"
"2019-01-21","ACCESS","3.55","3.02","3.02","3.02","3.02","0","3","3.47","0","0","3.02"
"2019-01-22","ACCESS","3.55","3.02","3.02","3.02","3.2","0.18","3.02","3.47","200","640","3.2"
"2019-01-23","ACCESS","3.55","3.02","3.2","3.2","3.2","0","3.02","3.68","0","0","3.2"
"2019-01-24","ACCESS","3.55","3.02","3.2","3.2","3.2","0","3.02","3.63","0","0","3.2"
"2019-01-25","ACCESS","3.55","3.02","3.2","3.2","3.02","-0.18","3","3.68","1,600","4,832.00","3.02"
"2019-01-28","ACCESS","3.55","3.02","3.02","3.02","3.02","0","3.02","3.47","0","0","3.02"
"2019-01-29","ACCESS","3.55","3.02","3.02","3.02","3.02","0","3.02","3.47","0","0","3.02"
"2019-01-30","ACCESS","3.55","3.02","3.02","3.02","3.02","0","3","3.47","0","0","3.02"
"2019-01-31","ACCESS","3.55","3.02","3.02","3.02","3.02","0","3","3.47","0","0","3.02"
"2019-02-01","ACCESS","3.55","3.02","3.02","3.02","3.02","0","3","3.47","0","0","3.02"
"2019-02-04","ACCESS","3.55","3","3.02","3.02","3","-0.02","3","3.47","3,100","9,300.00","3"
"2019-02-05","ACCESS","3.55","3","3","3","3","0","3","3.45","500","1,500.00","3"
"2019-02-06","ACCESS","3.55","3","3","3","3.4","0.4","3","3.45","200","680","3.4"
"2019-02-07","ACCESS","3.55","3","3.4","3.4","3.4","0","3","3.9","0","0","3.4"
"2019-02-08","ACCESS","3.55","3","3.4","3.4","3.4","0","3","3.9","0","0","3.4"
"2019-02-11","ACCESS","3.55","3","3.4","3.4","3.4","0","3","3.9","0","0","3.4"
"2019-02-12","ACCESS","3.55","3","3.4","3.4","3.4","0","3.4","3.9","0","0","3.4"
"2019-02-13","ACCESS","3.55","3","3.4","3.4","3.4","0","3.4","3.9","0","0","3.4"
"2019-02-14","ACCESS","3.55","3","3.4","3.4","3.4","0","3.4","3.9","0","0","3.4"
"2019-02-15","ACCESS","3.55","3","3.4","3.4","3.4","0","","3.9","0","0","3.4"
"2019-02-18","ACCESS","3.55","3","3.4","3.4","3.4","0","","3.9","0","0","3.4"
"2019-02-19","ACCESS","3.55","3","3.4","3.4","3.4","0","3.4","3.9","0","0","3.4"
"2019-02-20","ACCESS","3.55","3","3.4","3.4","3.4","0","3.4","3.9","0","0","3.4"
"2019-02-21","ACCESS","3.55","3","3.4","3.4","3.4","0","","3.9","0","0","3.4"
"2019-02-22","ACCESS","3.8","3","3.4","3.4","3.8","0.4","","3.9","200","760","3.8"
"2019-02-25","ACCESS","3.8","3","3.8","3.8","3.8","0","","4","0","0","3.8"
"2019-02-26","ACCESS","3.8","3","3.8","3.8","3.8","0","3.8","4","0","0","3.8"
"2019-02-27","ACCESS","3.8","3","3.8","3.8","3.8","0","","4","0","0","3.8"
"2019-02-28","ACCESS","3.8","3","3.8","3.8","3.8","0","","4","0","0","3.8"
